Sample Number,Label D,Sample Date,Received Date,District,School,Sample Point,Result,MCL,Consumption Point,Additional Sampling Completed
1527914,M1004565,07/26/2021 07:02:00 AM,07/30/2021 03:36:58 PM,Brandywine,BRANDYWINE HIGH SCHOOL,STAFF BATH GYM LOBBY,0.00052,0.015,false,false
1527904,M1004561,07/26/2021 07:00:00 AM,07/30/2021 03:33:20 PM,Brandywine,BRANDYWINE HIGH SCHOOL,TRAINERS RM GYM SINK,0.0337,0.015,true,false
1527907,M1004562,07/26/2021 06:52:00 AM,07/30/2021 03:34:46 PM,Brandywine,BRANDYWINE HIGH SCHOOL,BOYS BR BY RM 213 SK,0.0203,0.015,false,false
1527921,M1004569,07/26/2021 06:50:00 AM,07/30/2021 03:39:20 PM,Brandywine,BRANDYWINE HIGH SCHOOL,GIRLS BR BY RM 213,0.00155,0.015,false,false
1527917,M1004567,07/26/2021 06:40:00 AM,07/30/2021 03:38:11 PM,Brandywine,BRANDYWINE HIGH SCHOOL,RM 124 FOODS LAB SNK,0.00294,0.015,true,false
1527910,M1004563,07/26/2021 06:35:00 AM,07/30/2021 03:35:35 PM,Brandywine,BRANDYWINE HIGH SCHOOL,RM 113 STOR. RM SINK,0.00073,0.015,true,false
1527919,M1004568,07/26/2021 06:25:00 AM,07/30/2021 03:38:48 PM,Brandywine,BRANDYWINE HIGH SCHOOL,GIRLS BR BY RM 104,0.0021,0.015,false,false
1527912,M1004564,07/26/2021 06:15:00 AM,07/30/2021 03:36:19 PM,Brandywine,BRANDYWINE HIGH SCHOOL,BOYS BR BY RM 102 SK,0.00236,0.015,false,false
1527915,M1004566,07/26/2021 06:10:00 AM,07/30/2021 03:37:30 PM,Brandywine,BRANDYWINE HIGH SCHOOL,NURSE SINK,0.0005,0.015,true,false
1527902,M1004570,07/26/2021 06:00:00 AM,07/30/2021 03:31:40 PM,Brandywine,BRANDYWINE HIGH SCHOOL,KITCHEN 3 BAY SINK,0.00275,0.015,true,false
1541240,M1004699,08/26/2021 09:56:00 AM,08/26/2021 03:04:10 PM,Brandywine,BRANDYWINE HIGH SCHOOL,SINK,0.0171,0.015,true,false
1541241,M1004700,08/26/2021 09:35:00 AM,08/26/2021 03:06:24 PM,Brandywine,BRANDYWINE HIGH SCHOOL,GYM SINK,0.00105,0.015,true,false
1678023,M1200925,05/11/2022 10:39:00 AM,05/16/2022 11:02:00 AM,Brandywine,BRANDYWINE HIGH SCHOOL,WATER FOUNTAIN ART HALL,0.0005,0.015,true,true
1678038,M1200932,05/11/2022 11:43:00 AM,05/16/2022 11:07:00 AM,Brandywine,BRANDYWINE HIGH SCHOOL,WATER FOUNTAIN GYM RIGHT,0.0005,0.015,true,true
1678014,M1200919,05/11/2022 09:47:00 AM,05/16/2022 10:59:00 AM,Brandywine,BRANDYWINE HIGH SCHOOL,FOOD PREP 2,0.0005,0.015,true,true
1678016,M1200920,05/11/2022 09:46:00 AM,05/16/2022 10:59:00 AM,Brandywine,BRANDYWINE HIGH SCHOOL,FOOD PREP 1,0.0005,0.015,true,true
1678017,M1200921,05/11/2022 10:03:00 AM,05/16/2022 11:00:00 AM,Brandywine,BRANDYWINE HIGH SCHOOL,LOBBY,0.0005,0.015,true,true
1678018,M1200922,05/11/2022 10:17:00 AM,05/16/2022 11:00:00 AM,Brandywine,BRANDYWINE HIGH SCHOOL,MUSIC HALL,0.0005,0.015,true,true
1678020,M1200923,05/11/2022 10:11:00 AM,05/16/2022 11:01:00 AM,Brandywine,BRANDYWINE HIGH SCHOOL,CAFETERIA,0.0005,0.015,true,true
1678021,M1200924,05/11/2022 10:27:00 AM,05/16/2022 11:02:00 AM,Brandywine,BRANDYWINE HIGH SCHOOL,LOADING DOCK,0.0005,0.015,false,true
1678024,M1200926,05/11/2022 10:47:00 AM,05/16/2022 11:03:00 AM,Brandywine,BRANDYWINE HIGH SCHOOL,MATH HALLWAY,0.0005,0.015,true,true
1678026,M1200927,05/11/2022 10:55:00 AM,05/16/2022 11:04:00 AM,Brandywine,BRANDYWINE HIGH SCHOOL,MAIN OFFICE HALL,0.0005,0.015,true,true
1678027,M1200928,05/11/2022 11:02:00 AM,05/16/2022 11:05:00 AM,Brandywine,BRANDYWINE HIGH SCHOOL,UPSTAIRS FRONT HALL,0.0005,0.015,true,true
1678030,M1200929,05/11/2022 11:11:00 AM,05/16/2022 11:05:00 AM,Brandywine,BRANDYWINE HIGH SCHOOL,UPSTAIRS MIDDLE HALL,0.00085,0.015,true,true
1678031,M1200930,05/11/2022 11:22:00 AM,05/16/2022 11:06:00 AM,Brandywine,BRANDYWINE HIGH SCHOOL,UPSTAIRS BACK HALL,0.00075,0.015,true,true
1678036,M1200931,05/11/2022 11:34:00 AM,05/16/2022 11:07:00 AM,Brandywine,BRANDYWINE HIGH SCHOOL,GYM LEFT,0.0005,0.015,true,true
1537347,M1004635,08/11/2021 06:45:00 AM,08/19/2021 02:30:38 PM,Brandywine,CARRCOFT ELEMENTARY SCHOOL,KITCHEN,0.00115,0.015,true,false
1537348,M1004634,08/11/2021 06:35:00 AM,08/19/2021 02:31:24 PM,Brandywine,CARRCOFT ELEMENTARY SCHOOL,NURSES OFFICE,0.00087,0.015,true,false
1537351,M1004636,08/11/2021 06:30:00 AM,08/19/2021 02:31:57 PM,Brandywine,CARRCOFT ELEMENTARY SCHOOL,GANG BATHROOM,0.00054,0.015,true,false
1526675,M1004548,07/27/2021 07:18:00 AM,07/27/2021 03:17:15 PM,Brandywine,CLAYMONT ELEMENTARY SCHOOL,CUSTODIAN CLOSET,0.00169,0.015,false,false
1526676,M1004549,07/27/2021 07:15:00 AM,07/27/2021 03:17:53 PM,Brandywine,CLAYMONT ELEMENTARY SCHOOL,NURSE OFFICE SINK,0.0005,0.015,true,false
1526677,M1004547,07/27/2021 07:10:00 AM,07/27/2021 03:18:31 PM,Brandywine,CLAYMONT ELEMENTARY SCHOOL,FRONT OFFICE SINK,0.0005,0.015,true,false
1526678,M1004550,07/27/2021 07:00:00 AM,07/27/2021 03:19:06 PM,Brandywine,CLAYMONT ELEMENTARY SCHOOL,CAFETERIA BACK SINK,0.0005,0.015,true,false
1543607,M1004691,08/30/2021 01:00:00 PM,09/01/2021 09:13:02 AM,Brandywine,CONCORD HIGH SCHOOL,BASEMENT,0.00054,0.015,false,false
1543592,M1004697,08/27/2021 07:00:00 AM,09/01/2021 09:05:00 AM,Brandywine,CONCORD HIGH SCHOOL,PENN HOUSE 1,0.148,0.015,false,false
1543599,M1004696,08/27/2021 07:00:00 AM,09/01/2021 09:08:34 AM,Brandywine,CONCORD HIGH SCHOOL,BOYS LOCKER ROOM,0.00133,0.015,true,false
1543601,M1004692,08/27/2021 07:00:00 AM,09/01/2021 09:09:29 AM,Brandywine,CONCORD HIGH SCHOOL,GIRLS POOL LOCKER,0.00136,0.015,true,false
1543606,M1004690,08/27/2021 07:00:00 AM,09/01/2021 09:12:15 AM,Brandywine,CONCORD HIGH SCHOOL,KITCHEN,0.0005,0.015,true,false
1543602,M1004689,08/27/2021 07:00:00 AM,09/01/2021 09:10:25 AM,Brandywine,CONCORD HIGH SCHOOL,FACULTY DINING,0.00768,0.015,true,false
1543604,M1004698,08/27/2021 07:00:00 AM,09/01/2021 09:11:07 AM,Brandywine,CONCORD HIGH SCHOOL,BOYS POOL LOCKER,0.00104,0.015,true,false
1543594,M1004693,08/27/2021 07:00:00 AM,09/01/2021 09:06:31 AM,Brandywine,CONCORD HIGH SCHOOL,RM A 102,0.00732,0.015,true,false
1543596,M1004694,08/27/2021 07:00:00 AM,09/01/2021 09:07:31 AM,Brandywine,CONCORD HIGH SCHOOL,POOL,0.00094,0.015,true,false
1543598,M1004695,08/27/2021 07:00:00 AM,09/01/2021 09:08:11 AM,Brandywine,CONCORD HIGH SCHOOL,BOILER ROOM,0.00106,0.015,false,false
1701490,M1201285,07/28/2022 01:47:00 PM,07/29/2022 11:47:00 AM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN BY RM BB213,0.0005,0.015,true,true
1701492,M1201287,07/28/2022 01:50:00 PM,07/29/2022 11:48:00 AM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN BB HALLWAY,0.0005,0.015,true,true
1701496,M1201289,07/28/2022 01:52:00 PM,07/29/2022 11:50:00 AM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN CC HALLWAY,0.0005,0.015,true,true
1701498,M1201291,07/28/2022 01:55:00 PM,07/29/2022 11:51:00 AM,Brandywine,CONCORD HIGH SCHOOL,FOUNATIN DD HALLWAY,0.0005,0.015,true,true
1701500,M1201293,07/28/2022 02:01:00 PM,07/29/2022 11:52:00 AM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN BY ELEVATOR DD HALL,0.00052,0.015,true,true
1701502,M1201295,07/28/2022 01:58:00 PM,07/29/2022 11:53:00 AM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN CC HALLWAY,0.0005,0.015,true,true
1701512,M1201279,07/28/2022 01:36:00 PM,07/29/2022 12:00:00 PM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN A HALLWAY,0.0005,0.015,true,true
1701514,M1201281,07/28/2022 01:40:00 PM,07/29/2022 12:01:00 PM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN AA HALLWAY,0.0005,0.015,true,true
1701523,M1201253,07/28/2022 12:59:00 PM,07/29/2022 12:05:00 PM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN BASEMENT,0.0005,0.015,true,true
1701524,M1201255,07/28/2022 01:03:00 PM,07/29/2022 12:06:00 PM,Brandywine,CONCORD HIGH SCHOOL,GYM FOUNTAIN,0.0005,0.015,true,true
1701507,M1201273,07/28/2022 01:29:00 PM,07/29/2022 11:59:00 AM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN HALLWAY C,0.0005,0.015,true,true
1701508,M1201275,07/28/2022 01:32:00 PM,07/29/2022 11:59:00 AM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN MUSIC HALL,0.0005,0.015,true,true
1701510,M1201277,07/28/2022 01:35:00 PM,07/29/2022 12:00:00 PM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN HALLWAY D,0.0005,0.015,true,true
1701516,M1201283,07/28/2022 01:43:00 PM,07/29/2022 12:02:00 PM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN BY RM AA201,0.0005,0.015,true,true
1701517,M1201249,07/28/2022 12:51:00 PM,07/29/2022 12:03:00 PM,Brandywine,CONCORD HIGH SCHOOL,KITCHEN PREP SINK,0.00489,0.015,true,true
1701521,M1201251,07/28/2022 12:55:00 PM,07/29/2022 12:05:00 PM,Brandywine,CONCORD HIGH SCHOOL,CAFETERIA FOUNTAIN,0.0005,0.015,true,true
1701522,M1201267,07/28/2022 01:19:00 PM,07/29/2022 12:05:00 PM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN NURSE HALLWAY,0.0005,0.015,true,true
1701525,M1201269,07/28/2022 01:21:00 PM,07/29/2022 12:06:00 PM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN BY RM B112,0.0005,0.015,true,true
1701526,M1201257,07/28/2022 01:07:00 PM,07/29/2022 12:07:00 PM,Brandywine,CONCORD HIGH SCHOOL,GYM FOUNTIAN FRONT,0.0005,0.015,true,true
1701528,M1201259,07/28/2022 01:10:00 PM,07/29/2022 12:07:00 PM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN BY ATHLETIC TRAINER,0.0005,0.015,true,true
1701529,M1201261,07/28/2022 01:13:00 PM,07/29/2022 12:08:00 PM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN HALLWAY A,0.0005,0.015,true,true
1701530,M1201271,07/28/2022 01:23:00 PM,07/29/2022 12:08:00 PM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN HALLWAY C,0.0005,0.015,true,true
1701531,M1201263,07/28/2022 01:15:00 PM,07/29/2022 12:08:00 PM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN BY MAIN OFFICE,0.0005,0.015,true,true
1701532,M1201265,07/28/2022 01:17:00 PM,07/29/2022 12:09:00 PM,Brandywine,CONCORD HIGH SCHOOL,FOUNTAIN HALLWAY B,0.0005,0.015,true,true
1677943,M1200394,05/12/2022 10:02:00 AM,05/16/2022 10:11:00 AM,Brandywine,FORWOOD ELEMENTARY,TAP 1 KITCHEN FOOD PREP,0.0005,0.015,true,true
1677946,M1200935,05/12/2022 10:10:00 AM,05/16/2022 10:14:00 AM,Brandywine,FORWOOD ELEMENTARY,WATER FOUNTAIN GYM LOBY,0.0005,0.015,true,true
1677951,M1200936,05/12/2022 10:23:00 AM,05/16/2022 10:18:00 AM,Brandywine,FORWOOD ELEMENTARY,WATER FOUNTAIN 400 WING,0.0005,0.015,true,true
1543613,M1004659,08/31/2021 06:20:00 AM,09/01/2021 09:15:12 AM,Brandywine,FORWOOD ELEMENTARY SCHOOL,405,0.0005,0.015,true,false
1543609,M1004658,08/31/2021 06:13:00 AM,09/01/2021 09:14:02 AM,Brandywine,FORWOOD ELEMENTARY SCHOOL,TEACHER ROOM LOUNGE,0.0107,0.015,true,false
1543610,M1004657,08/31/2021 06:08:00 AM,09/01/2021 09:14:37 AM,Brandywine,FORWOOD ELEMENTARY SCHOOL,BOILER ROOM,0.0005,0.015,false,false
1543614,M1004660,08/31/2021 06:05:00 AM,09/01/2021 09:16:13 AM,Brandywine,FORWOOD ELEMENTARY SCHOOL,CAFETERIA 106 A,0.0005,0.015,true,false
1542535,M1004665,08/26/2021 07:05:00 AM,08/30/2021 02:14:02 PM,Brandywine,HANBY ELEMENTARY SCHOOL,B 103,0.0005,0.015,true,false
1542536,M1004666,08/26/2021 06:50:00 AM,08/30/2021 02:14:40 PM,Brandywine,HANBY ELEMENTARY SCHOOL,BUSH CL05,0.0005,0.015,true,false
1527903,M1004637,07/27/2021 07:46:00 AM,07/30/2021 03:32:56 PM,Brandywine,HARLAN ELEMENTARY SCHOOL,2ND FLOOR 2ND GRADE,0.0005,0.015,true,false
1527908,M1004640,07/27/2021 07:38:00 AM,07/30/2021 03:35:04 PM,Brandywine,HARLAN ELEMENTARY SCHOOL,NURSES OFFICE SINK,0.0011,0.015,true,false
1527905,M1004638,07/27/2021 07:32:00 AM,07/30/2021 03:33:37 PM,Brandywine,HARLAN ELEMENTARY SCHOOL,HARLAN KITCHEN SINK,0.00402,0.015,true,false
1527906,M1004639,07/27/2021 07:00:00 AM,07/30/2021 03:34:25 PM,Brandywine,HARLAN ELEMENTARY SCHOOL,TEACHERS LUNCH ROOM,0.0005,0.015,true,false
1677954,M1200938,05/12/2022 11:02:00 AM,05/16/2022 10:21:00 AM,Brandywine,LANCASHIRE ELEMENTARY SCHOOL,LOBBY OUTSIDE CAFETERIA,0.0005,0.015,true,false
1677955,M1200939,05/12/2022 11:12:00 AM,05/16/2022 10:22:00 AM,Brandywine,LANCASHIRE ELEMENTARY SCHOOL,KITCHEN FOOD PREP,0.0005,0.015,true,false
1677957,M1200940,05/12/2022 11:20:00 AM,05/16/2022 10:23:00 AM,Brandywine,LANCASHIRE ELEMENTARY SCHOOL,WATER FOUNTAIN CUB COURT,0.0005,0.015,true,false
1677959,M1200941,05/12/2022 11:26:00 AM,05/16/2022 10:23:00 AM,Brandywine,LANCASHIRE ELEMENTARY SCHOOL,WATER FOUNTAIN LEO LANE,0.0005,0.015,true,false
1677960,M1200942,05/12/2022 11:34:00 AM,05/16/2022 10:24:00 AM,Brandywine,LANCASHIRE ELEMENTARY SCHOOL,WATER FOUNTAIN 2ND FLOOR,0.0005,0.015,true,false
1677961,M1200943,05/12/2022 11:42:00 AM,05/16/2022 10:24:00 AM,Brandywine,LANCASHIRE ELEMENTARY SCHOOL,WATER FOUNTIAN 2ND FLOOR,0.0005,0.015,true,false
1542506,M1004663,08/26/2021 06:30:00 AM,08/30/2021 02:04:55 PM,Brandywine,LANCASHIRE ELEMENTARY SCHOOL,NURSES OFFICE,0.00108,0.015,true,false
1542509,M1004662,08/26/2021 06:30:00 AM,08/30/2021 02:05:25 PM,Brandywine,LANCASHIRE ELEMENTARY SCHOOL,ROOM 108,0.00825,0.015,true,false
1542505,M1004664,08/26/2021 06:30:00 AM,08/30/2021 02:04:24 PM,Brandywine,LANCASHIRE ELEMENTARY SCHOOL,KITCHEN,0.00445,0.015,true,false
1542512,M1004661,08/26/2021 06:30:00 AM,08/30/2021 02:05:46 PM,Brandywine,LANCASHIRE ELEMENTARY SCHOOL,BATHROOM,0.00207,0.015,false,false
1542531,M1004674,08/27/2021 04:30:00 PM,08/30/2021 02:11:42 PM,Brandywine,LOMBARDY ELEMENTARY SCHOOL,SINK,0.0005,0.015,true,false
1542524,M1004671,08/27/2021 04:30:00 PM,08/30/2021 02:08:59 PM,Brandywine,LOMBARDY ELEMENTARY SCHOOL,SINK,0.0005,0.015,true,false
1542520,M1004672,08/26/2021 04:30:00 PM,08/30/2021 02:08:20 PM,Brandywine,LOMBARDY ELEMENTARY SCHOOL,SINK,0.0005,0.015,true,false
1542515,M1004673,08/26/2021 04:30:00 PM,08/30/2021 02:06:57 PM,Brandywine,LOMBARDY ELEMENTARY SCHOOL,SINK,0.0005,0.015,true,false
1527918,M1004554,07/30/2021 11:21:00 AM,07/30/2021 03:38:28 PM,Brandywine,MAPLE LANE ELEMENTARY SCHOOL,SINK IN ROOM 12A,0.00151,0.015,true,false
1527916,M1004553,07/30/2021 11:15:00 AM,07/30/2021 03:37:45 PM,Brandywine,MAPLE LANE ELEMENTARY SCHOOL,CAFETERIA WASH SINK,0.00058,0.015,true,false
1527913,M1004552,07/30/2021 11:10:00 AM,07/30/2021 03:36:57 PM,Brandywine,MAPLE LANE ELEMENTARY SCHOOL,NURSE OFFICE MED SIN,0.00052,0.015,true,false
1527911,M1004551,07/30/2021 11:00:00 AM,07/30/2021 03:36:17 PM,Brandywine,MAPLE LANE ELEMENTARY SCHOOL,MENS BATHROOM,0.00263,0.015,false,false
1559220,M1004616,09/20/2021 09:55:00 AM,09/23/2021 03:03:36 PM,Brandywine,MOUNT PLEASANT ELEMENTARY SCHOOL,MPR,0.0005,0.015,true,false
1559221,M1004617,09/20/2021 09:25:00 AM,09/23/2021 03:04:09 PM,Brandywine,MOUNT PLEASANT ELEMENTARY SCHOOL,ROOM 135 SINK,0.00059,0.015,true,false
1559211,M1004619,09/20/2021 09:10:00 AM,09/23/2021 03:02:24 PM,Brandywine,MOUNT PLEASANT ELEMENTARY SCHOOL,BOYS SINK,0.0005,0.015,true,false
1559213,M1004618,09/20/2021 08:55:00 AM,09/23/2021 03:03:03 PM,Brandywine,MOUNT PLEASANT ELEMENTARY SCHOOL,MAIN SINK CAFE,0.0005,0.015,true,false
1604404,M1004996,12/07/2021 10:33:00 AM,12/07/2021 03:05:07 PM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,SCIENCE ROOM 224,0.0268,0.015,false,false
1583434,M1004628,10/24/2021 06:30:00 AM,10/27/2021 08:47:25 AM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,STAFF BATHROOM,0.00109,0.015,false,false
1583441,M1004622,10/24/2021 06:30:00 AM,10/27/2021 08:50:57 AM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,LIBARARY,0.00165,0.015,true,false
1583444,M1004620,10/24/2021 06:30:00 AM,10/27/2021 08:53:07 AM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,1ST FLOOR STAFF BATH,0.00123,0.015,false,false
1583433,M1004629,10/24/2021 06:30:00 AM,10/27/2021 08:46:25 AM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,CAFETERIA KITCHEN,0.00286,0.015,true,false
1583435,M1004627,10/24/2021 06:30:00 AM,10/27/2021 08:48:06 AM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,SCIENCE 2ND FL,0.0256,0.015,false,false
1583442,M1004621,10/24/2021 06:30:00 AM,10/27/2021 08:52:30 AM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,SCIENCE ROOM,0.011,0.015,false,false
1583436,M1004626,10/24/2021 06:30:00 AM,10/27/2021 08:48:39 AM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,TEACHERS LOUNGE,0.00072,0.015,true,false
1583437,M1004625,10/24/2021 06:30:00 AM,10/27/2021 08:49:06 AM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,NURSE MAIN SINK,0.0007,0.015,true,false
1583438,M1004624,10/24/2021 06:30:00 AM,10/27/2021 08:49:36 AM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,SCIENCE ROOM 001,0.00123,0.015,false,false
1583439,M1004623,10/24/2021 06:30:00 AM,10/27/2021 08:50:18 AM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,CAFETERIA,0.00082,0.015,true,false
1701504,M1220366,07/28/2022 10:51:00 AM,07/29/2022 11:54:00 AM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,ROTC FOUNTAINS,0.0005,0.015,true,true
1701505,M1220368,07/28/2022 10:55:00 AM,07/29/2022 11:58:00 AM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,FOUNTAINS BASEMENT,0.0005,0.015,true,true
1701506,M1220370,07/28/2022 11:00:00 AM,07/29/2022 11:59:00 AM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,FOUNTAINS BY RM 108,0.0005,0.015,true,true
1701509,M1220372,07/28/2022 11:05:00 AM,07/29/2022 12:00:00 PM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,FOUNTAINS BY RM 122B,0.0005,0.015,true,true
1701511,M1220374,07/28/2022 11:08:00 AM,07/29/2022 12:00:00 PM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,FOUNTAIN WOODSHOP,0.0005,0.015,true,true
1701513,M1220377,07/28/2022 11:14:00 AM,07/29/2022 12:01:00 PM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,FOUNTAIN SMALL GYM,0.0005,0.015,true,true
1701515,M1220378,07/28/2022 11:16:00 AM,07/29/2022 12:02:00 PM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,FOUNTAIN SMALL GYM,0.0134,0.015,true,true
1701535,M1220386,07/28/2022 11:33:00 AM,07/29/2022 12:11:00 PM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,FOUNTAINS BY AUDITORIUM,0.0005,0.015,true,true
1701540,M1220392,07/28/2022 11:45:00 AM,07/29/2022 12:13:00 PM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,FOUNTAINS BY RM 207,0.0043,0.015,true,true
1701518,M1220380,07/28/2022 11:21:00 AM,07/29/2022 12:03:00 PM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,FOUNTAINS BY MAIN GYM,0.0005,0.015,true,true
1701520,M1220383,07/28/2022 11:27:00 AM,07/29/2022 12:04:00 PM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,KITCHEN PREP SINK,0.0187,0.015,true,true
1701533,M1220384,07/28/2022 11:29:00 AM,07/29/2022 12:10:00 PM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,CAFETERIA FOUNTAIN,0.0005,0.015,true,true
1701536,M1220388,07/28/2022 11:37:00 AM,07/29/2022 12:11:00 PM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,FOUNTAINS BY LIBRARY,0.0005,0.015,true,true
1701538,M1220390,07/28/2022 11:42:00 AM,07/29/2022 12:12:00 PM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,FOUNTAINS BY RM 217,0.0005,0.015,true,true
1702196,M1220379,07/28/2022 11:18:00 AM,08/02/2022 11:14:00 AM,Brandywine,MOUNT PLEASANT HIGH SCHOOL,SMALL GYM FOUNTAIN,0.00954,0.015,true,true
1527925,M1004648,07/29/2021 12:32:00 PM,07/30/2021 03:43:45 PM,Brandywine,PIERRE S. DUPONT MIDDLE SCHOOL,CLASS ROOM 313,0.0005,0.015,true,false
1527920,M1004643,07/29/2021 12:18:00 PM,07/30/2021 03:39:06 PM,Brandywine,PIERRE S. DUPONT MIDDLE SCHOOL,CLASS ROOM 337,0.0005,0.015,true,false
1527926,M1004647,07/29/2021 12:07:00 PM,07/30/2021 03:44:35 PM,Brandywine,PIERRE S. DUPONT MIDDLE SCHOOL,CLASS ROOM 244,0.0005,0.015,true,false
1527924,M1004646,07/29/2021 11:55:00 AM,07/30/2021 03:43:00 PM,Brandywine,PIERRE S. DUPONT MIDDLE SCHOOL,CLASS ROOM 212,0.0005,0.015,true,false
1527922,M1004644,07/29/2021 11:42:00 AM,07/30/2021 03:40:13 PM,Brandywine,PIERRE S. DUPONT MIDDLE SCHOOL,CAFETERIA,0.0005,0.015,true,false
1527923,M1004645,07/29/2021 11:33:00 AM,07/30/2021 03:41:07 PM,Brandywine,PIERRE S. DUPONT MIDDLE SCHOOL,NURSE OFFICE,0.0005,0.015,true,false
1537275,M1004576,08/18/2021 04:50:00 PM,08/19/2021 01:46:55 PM,Brandywine,SPRINGER MIDDLE SCHOOL,RM 209,0.00136,0.015,true,false
1537318,M1004575,08/18/2021 04:45:00 PM,08/19/2021 02:05:43 PM,Brandywine,SPRINGER MIDDLE SCHOOL,RM 216,0.00167,0.015,true,false
1537320,M1004574,08/18/2021 04:40:00 PM,08/19/2021 02:06:26 PM,Brandywine,SPRINGER MIDDLE SCHOOL,FACILITY,0.0005,0.015,true,false
1537321,M1004573,08/18/2021 04:35:00 PM,08/19/2021 02:07:28 PM,Brandywine,SPRINGER MIDDLE SCHOOL,NURSES OFFICE,0.00078,0.015,true,false
1537323,M1004572,08/18/2021 04:30:00 PM,08/19/2021 02:08:13 PM,Brandywine,SPRINGER MIDDLE SCHOOL,CAFETERIA,0.0005,0.015,true,false
1537341,M1004571,08/18/2021 04:20:00 PM,08/19/2021 02:21:00 PM,Brandywine,SPRINGER MIDDLE SCHOOL,KITCHEN,0.00094,0.015,true,false
1526674,M1004560,07/23/2021 07:33:00 AM,07/27/2021 03:16:12 PM,Brandywine,TALLEY MIDDLE SCHOOL,RM 028,0.00077,0.015,true,false
1526670,M1004559,07/23/2021 07:26:00 AM,07/27/2021 03:15:17 PM,Brandywine,TALLEY MIDDLE SCHOOL,KITCHEN,0.00131,0.015,true,false
1526669,M1004558,07/23/2021 07:21:00 AM,07/27/2021 03:14:33 PM,Brandywine,TALLEY MIDDLE SCHOOL,RM 239,0.0009,0.015,true,false
1526668,M1004557,07/23/2021 07:12:00 AM,07/27/2021 03:13:55 PM,Brandywine,TALLEY MIDDLE SCHOOL,RM 187,0.00095,0.015,true,false
1526667,M1004556,07/23/2021 07:08:00 AM,07/27/2021 03:13:14 PM,Brandywine,TALLEY MIDDLE SCHOOL,RM 127A,0.00191,0.015,true,false
1526666,M1004555,07/23/2021 07:04:00 AM,07/27/2021 03:12:37 PM,Brandywine,TALLEY MIDDLE SCHOOL,RM 104,0.0012,0.015,true,false
1436165,M1005649,01/06/2021 09:30:00 AM,01/06/2021 01:50:36 PM,Caesar Rodney,DOVER AIR FORCE BASE MIDDLE SCHOOL,RM 127/LIBRARY HS,0.00871,0.015,false,false
1415192,M1005473,12/03/2020 04:14:00 PM,12/11/2020 02:04:59 PM,Caesar Rodney,DOVER AIR FORCE BASE MIDDLE SCHOOL,ROOM 179 PD ROOM,0.00832,0.015,true,false
1415193,M1005471,12/03/2020 04:01:00 PM,12/11/2020 02:05:26 PM,Caesar Rodney,DOVER AIR FORCE BASE MIDDLE SCHOOL,ROOM 127 LIBRARY,0.0125,0.015,true,false
1415194,M1005468,12/03/2020 04:04:00 PM,12/11/2020 02:05:28 PM,Caesar Rodney,DOVER AIR FORCE BASE MIDDLE SCHOOL,ROOM 128,0.00354,0.015,true,false
