Sample Number,Label D,Sample Date,Received Date,District,School,Sample Point,Result,MCL,Consumption Point,Additional Sampling Completed
1600059,M1004882,11/23/2021 12:30:00 PM,11/30/2021 09:55:00 AM,Red Clay,MCKEAN HIGH SCHOOL,NURSE,0.0016,0.015,true,false
1600061,M1004884,11/23/2021 06:30:00 AM,11/30/2021 10:00:24 AM,Red Clay,MCKEAN HIGH SCHOOL,CHILDCARE,0.0005,0.015,true,false
1600058,M1004883,11/23/2021 06:30:00 AM,11/30/2021 09:54:29 AM,Red Clay,MCKEAN HIGH SCHOOL,CULINARY,0.0005,0.015,true,false
1600060,M1004881,11/23/2021 06:30:00 AM,11/30/2021 09:59:48 AM,Red Clay,MCKEAN HIGH SCHOOL,KITCHEN,0.00526,0.015,true,false
1588740,M1004844,11/01/2021 02:05:00 PM,11/04/2021 03:11:41 PM,Red Clay,MEADOWOOD PROGRAM,MW 6,0.0005,0.015,true,false
1588736,M1004846,11/01/2021 02:00:00 PM,11/04/2021 03:09:18 PM,Red Clay,MEADOWOOD PROGRAM,NUMBER 4,0.0005,0.015,true,false
1588733,M1004847,11/01/2021 01:57:00 PM,11/04/2021 03:08:24 PM,Red Clay,MEADOWOOD PROGRAM,NUMBER 2,0.0012,0.015,true,false
1588738,M1004845,11/01/2021 01:55:00 PM,11/04/2021 03:11:03 PM,Red Clay,MEADOWOOD PROGRAM,ROOM 9,0.00053,0.015,true,false
1604392,M1004878,12/02/2021 06:10:00 AM,12/07/2021 03:01:11 PM,Red Clay,MOTE ELEMENTARY SCHOOL,BOYS BATHROOM,0.00056,0.015,false,false
1604393,M1004877,12/02/2021 06:05:00 AM,12/07/2021 03:01:43 PM,Red Clay,MOTE ELEMENTARY SCHOOL,FACULTY LOUNGE,0.00079,0.015,true,false
1604397,M1004876,12/02/2021 06:05:00 AM,12/07/2021 03:02:39 PM,Red Clay,MOTE ELEMENTARY SCHOOL,NURSE,0.0005,0.015,true,false
1604396,M1004875,12/02/2021 06:00:00 AM,12/07/2021 03:02:11 PM,Red Clay,MOTE ELEMENTARY SCHOOL,KITCHEN,0.00071,0.015,true,false
1638973,M1004919,01/18/2022 08:00:00 AM,01/21/2022 03:57:53 PM,Red Clay,NORTH STAR ELEMENTARY SCHOOL,NURSES OFFICE,0.0005,0.015,true,false
1638975,M1004917,01/18/2022 07:55:00 AM,01/21/2022 03:59:03 PM,Red Clay,NORTH STAR ELEMENTARY SCHOOL,ART ROOM SINK,0.0005,0.015,false,false
1638976,M1004920,01/18/2022 07:50:00 AM,01/21/2022 03:59:46 PM,Red Clay,NORTH STAR ELEMENTARY SCHOOL,TEACHER WORKROOM,0.0005,0.015,true,false
1638974,M1004918,01/18/2022 07:45:00 AM,01/21/2022 03:58:32 PM,Red Clay,NORTH STAR ELEMENTARY SCHOOL,KITCHEN,0.00203,0.015,true,false
1589369,M1004931,11/01/2021 02:40:00 PM,11/05/2021 03:14:30 PM,Red Clay,RICHARDSON PARK ELEMENTARY SCHOOL,NURSE MISSY,0.00127,0.015,true,false
1589366,M1004932,11/01/2021 02:31:00 PM,11/05/2021 03:12:53 PM,Red Clay,RICHARDSON PARK ELEMENTARY SCHOOL,101 SINK,0.0005,0.015,true,false
1589370,M1004929,11/01/2021 02:15:00 PM,11/05/2021 03:15:27 PM,Red Clay,RICHARDSON PARK ELEMENTARY SCHOOL,KITCHEN-HAND,0.0021,0.015,false,false
1589368,M1004930,11/01/2021 02:10:00 PM,11/05/2021 03:13:55 PM,Red Clay,RICHARDSON PARK ELEMENTARY SCHOOL,KITCHEN,0.00488,0.015,true,false
1599820,M1004853,11/23/2021 06:30:00 AM,11/29/2021 04:21:23 PM,Red Clay,RICHEY ELEMENTARY SCHOOL,ROOM 212,0.00084,0.015,true,false
1599774,M1004854,11/23/2021 06:30:00 AM,11/29/2021 04:06:12 PM,Red Clay,RICHEY ELEMENTARY SCHOOL,FACULTY LOUNGE,0.00173,0.015,true,false
1599822,M1004855,11/23/2021 06:30:00 AM,11/29/2021 04:21:52 PM,Red Clay,RICHEY ELEMENTARY SCHOOL,NURSES OFFICE,0.00093,0.015,true,false
1599823,M1004856,11/23/2021 06:30:00 AM,11/29/2021 04:22:11 PM,Red Clay,RICHEY ELEMENTARY SCHOOL,KITCHEN,0.00446,0.015,true,false
1631303,M1004923,01/11/2022 06:45:00 AM,01/11/2022 03:47:04 PM,Red Clay,SHORTLIDGE ACADEMY,OFFICE SINK,0.00193,0.015,true,false
1631301,M1004922,01/11/2022 06:30:00 AM,01/11/2022 03:46:35 PM,Red Clay,SHORTLIDGE ACADEMY,ART SINK,0.00371,0.015,false,false
1631306,M1004924,01/11/2022 06:20:00 AM,01/11/2022 03:48:04 PM,Red Clay,SHORTLIDGE ACADEMY,109 SINK,0.00118,0.015,true,false
1631308,M1004921,01/11/2022 06:15:00 AM,01/11/2022 03:48:28 PM,Red Clay,SHORTLIDGE ACADEMY,220,0.00203,0.015,true,false
1600045,M1004944,11/23/2021 06:43:00 AM,11/30/2021 09:48:41 AM,Red Clay,SKYLINE MIDDLE SCHOOL,128 FACULTY LO,0.00521,0.015,true,false
1600054,M1004941,11/23/2021 06:16:00 AM,11/30/2021 09:51:51 AM,Red Clay,SKYLINE MIDDLE SCHOOL,NURSE/OFFICE SINK,0.00619,0.015,true,false
1600046,M1004942,11/23/2021 06:14:00 AM,11/30/2021 09:49:35 AM,Red Clay,SKYLINE MIDDLE SCHOOL,95 OLD SRO,0.00327,0.015,true,false
1600052,M1004943,11/23/2021 06:07:00 AM,11/30/2021 09:51:21 AM,Red Clay,SKYLINE MIDDLE SCHOOL,KITCHEN SMALL SINK,0.0188,0.015,true,false
1631154,M1005046,01/11/2022 09:29:00 AM,01/11/2022 02:46:45 PM,Red Clay,SKYLINE MIDDLE SCHOOL,KITCHEN SMALL SINK,0.00545,0.015,true,false
,SMS-17,05/04/2022 12:00:00 AM,05/06/2022 10:15:00 PM,Red Clay,SKYLINE MIDDLE SCHOOL,KITCHEN SMALL SINK,0.0082,0.015,true,true
1698325,M1219483,07/18/2022 01:51:00 PM,07/19/2022 01:11:00 PM,Red Clay,SKYLINE MIDDLE SCHOOL,FOUNTAIN BY RM 91,0.00273,0.015,true,true
1698227,M1219473,07/18/2022 01:16:00 PM,07/19/2022 12:05:00 PM,Red Clay,SKYLINE MIDDLE SCHOOL,GIRLS LOCKER ROOM,0.00069,0.015,true,true
1698322,M1219481,07/18/2022 01:47:00 PM,07/19/2022 01:10:00 PM,Red Clay,SKYLINE MIDDLE SCHOOL,FOUNTAIN BY GIRLS BATHROOM,0.00051,0.015,true,true
1698223,M1219465,07/18/2022 12:48:00 PM,07/19/2022 12:02:00 PM,Red Clay,SKYLINE MIDDLE SCHOOL,FOUNTAIN L.L. BY GIRLS BATHROOM,0.00061,0.015,true,true
1698224,M1219467,07/18/2022 12:55:00 PM,07/19/2022 12:03:00 PM,Red Clay,SKYLINE MIDDLE SCHOOL,FOUNTAIN BY RM 15,0.00341,0.015,true,true
1698225,M1219469,07/18/2022 01:02:00 PM,07/19/2022 12:04:00 PM,Red Clay,SKYLINE MIDDLE SCHOOL,FOUNTAIN L.L. BY BOYS BATHROOM,0.0005,0.015,true,true
1698226,M1219471,07/18/2022 01:09:00 PM,07/19/2022 12:05:00 PM,Red Clay,SKYLINE MIDDLE SCHOOL,BOTTLE FILL L.L.,0.0005,0.015,true,true
1698228,M1219475,07/18/2022 01:21:00 PM,07/19/2022 12:06:00 PM,Red Clay,SKYLINE MIDDLE SCHOOL,BOYS LOCKER ROOM,0.00239,0.015,true,true
1698229,M1219477,07/18/2022 01:32:00 PM,07/19/2022 12:06:00 PM,Red Clay,SKYLINE MIDDLE SCHOOL,CAFETERIA FOUNTAIN,0.00502,0.015,true,true
1698230,M1219479,07/18/2022 01:40:00 PM,07/19/2022 12:07:00 PM,Red Clay,SKYLINE MIDDLE SCHOOL,BOTTLE FILL UPPER LEVEL,0.0005,0.015,true,true
1698326,M1219485,07/18/2022 01:57:00 PM,07/19/2022 01:12:00 PM,Red Clay,SKYLINE MIDDLE SCHOOL,GYM FOUNTAIN BY DOUBLE DOORS,0.00176,0.015,true,true
1698329,M1219488,07/18/2022 02:03:00 PM,07/19/2022 01:12:00 PM,Red Clay,SKYLINE MIDDLE SCHOOL,GYM FOUNTAIN BY SCOREBOARD,0.00168,0.015,true,true
1604382,M1004963,12/03/2021 06:30:00 AM,12/07/2021 02:58:55 PM,Red Clay,STANTON MIDDLE SCHOOL,ART,0.00068,0.015,false,false
1604384,M1004964,12/03/2021 06:15:00 AM,12/07/2021 02:59:24 PM,Red Clay,STANTON MIDDLE SCHOOL,NURSE,0.0023,0.015,true,false
1604379,M1004962,12/03/2021 05:50:00 AM,12/07/2021 02:58:10 PM,Red Clay,STANTON MIDDLE SCHOOL,ROOM 256,0.00687,0.015,true,false
1604389,M1004961,12/03/2021 05:45:00 AM,12/07/2021 03:00:31 PM,Red Clay,STANTON MIDDLE SCHOOL,KITCHEN,0.00291,0.015,true,false
1594513,M1004916,11/15/2021 06:35:00 AM,11/16/2021 03:05:43 PM,Red Clay,WARNER ELEMENTARY SCHOOL,BOILER ROOM,0.00657,0.015,false,false
1594514,M1004914,11/15/2021 06:30:00 AM,11/16/2021 03:06:25 PM,Red Clay,WARNER ELEMENTARY SCHOOL,SCIENCE RM 204,0.00853,0.015,false,false
1594511,M1004915,11/10/2021 08:27:00 AM,11/16/2021 03:04:52 PM,Red Clay,WARNER ELEMENTARY SCHOOL,NURSE OFFICE,0.00101,0.015,true,false
1594520,M1004913,11/04/2021 06:25:00 AM,11/16/2021 03:07:44 PM,Red Clay,WARNER ELEMENTARY SCHOOL,KITCHEN SINK,0.00098,0.015,true,false
,WES-18,05/04/2022 12:00:00 AM,05/06/2022 10:15:00 PM,Red Clay,WARNER ELEMENTARY SCHOOL,SCIENCE RM 204,0.0083,0.015,false,true
1698209,M1219440,07/18/2022 10:14:00 AM,07/19/2022 11:51:00 AM,Red Clay,WARNER ELEMENTARY SCHOOL,GYM,0.00192,0.015,true,true
1698210,M1219441,07/18/2022 10:26:00 AM,07/19/2022 11:52:00 AM,Red Clay,WARNER ELEMENTARY SCHOOL,PRE K HALLWAY FOUNTAIN,0.0005,0.015,true,true
1698211,M1219443,07/18/2022 10:34:00 AM,07/19/2022 11:53:00 AM,Red Clay,WARNER ELEMENTARY SCHOOL,CAFETERIA FOUNTAIN,0.00156,0.015,true,true
1698212,M1219445,07/18/2022 10:46:00 AM,07/19/2022 11:54:00 AM,Red Clay,WARNER ELEMENTARY SCHOOL,1ST FLOOR FOUNTAIN NORTH SIDE,0.0005,0.015,true,true
1698213,M1219448,07/18/2022 10:49:00 AM,07/19/2022 11:55:00 AM,Red Clay,WARNER ELEMENTARY SCHOOL,1ST FLOOR BOTTLE FILL,0.0005,0.015,true,true
1698215,M1219449,07/18/2022 10:54:00 AM,07/19/2022 11:55:00 AM,Red Clay,WARNER ELEMENTARY SCHOOL,1ST FLOOR FOUNTAINS SOUTH SIDE,0.0005,0.015,true,true
1698216,M1219451,07/18/2022 11:00:00 AM,07/19/2022 11:56:00 AM,Red Clay,WARNER ELEMENTARY SCHOOL,1ST FLOOR FOUNTAIN AUDITORIUM,0.00113,0.015,true,true
1698217,M1219453,07/18/2022 11:11:00 AM,07/19/2022 11:57:00 AM,Red Clay,WARNER ELEMENTARY SCHOOL,2ND FLOOR FOUNTAINS SOUTH SIDE,0.0005,0.015,true,true
1698218,M1219455,07/18/2022 11:17:00 AM,07/19/2022 11:57:00 AM,Red Clay,WARNER ELEMENTARY SCHOOL,2ND FLOOR FOUNTAINS NORTH SIDE,0.0005,0.015,true,true
1698219,M1219457,07/18/2022 11:22:00 AM,07/19/2022 11:58:00 AM,Red Clay,WARNER ELEMENTARY SCHOOL,2ND FLOOR BOTTLE FILL,0.0005,0.015,true,true
1698220,M1219459,07/18/2022 11:28:00 AM,07/19/2022 11:59:00 AM,Red Clay,WARNER ELEMENTARY SCHOOL,3RD FLOOR FOUNTAIN,0.0005,0.015,true,true
1698221,M1219461,07/18/2022 11:32:00 AM,07/19/2022 11:59:00 AM,Red Clay,WARNER ELEMENTARY SCHOOL,3RD FLOOR BOTLE FILL,0.0005,0.015,true,true
1698222,M1219463,07/18/2022 11:40:00 AM,07/19/2022 12:00:00 PM,Red Clay,WARNER ELEMENTARY SCHOOL,3RD FLOOR FOUNTAINS SOUTH,0.0005,0.015,true,true
1629753,M1004981,01/06/2022 06:05:00 AM,01/10/2022 02:58:00 PM,Red Clay,WILLIAM C. LEWIS ELEMENTARY,TEACHERS LOUNGE,0.0005,0.015,true,false
1629751,M1004956,01/06/2022 06:10:00 AM,01/10/2022 02:57:00 PM,Red Clay,WILLIAM C. LEWIS ELEMENTARY,NURSE,0.0005,0.015,true,false
1629748,M1004980,01/06/2022 06:15:00 AM,01/10/2022 02:56:00 PM,Red Clay,WILLIAM C. LEWIS ELEMENTARY,STAFF BATHROOM,0.0011,0.015,false,false
1629752,M1004979,01/06/2022 06:30:00 AM,01/10/2022 02:58:00 PM,Red Clay,WILLIAM C. LEWIS ELEMENTARY,KITCHEN PREP SINK,0.00585,0.015,true,false
1637197,M1004927,01/18/2022 08:53:00 AM,01/19/2022 03:55:58 PM,Red Clay,WILLIAM F. COOKE JR. ELEMENTARY,U TECH BR,0.0005,0.015,true,false
1637194,M1004926,01/18/2022 08:50:00 AM,01/19/2022 03:54:44 PM,Red Clay,WILLIAM F. COOKE JR. ELEMENTARY,BLUE TL,0.0005,0.015,true,false
1637199,M1004928,01/18/2022 08:47:00 AM,01/19/2022 03:56:39 PM,Red Clay,WILLIAM F. COOKE JR. ELEMENTARY,NURSE,0.0005,0.015,true,false
1361524,M1005402,10/28/2020 06:29:00 AM,10/29/2020 03:45:04 PM,Seaford,BLADES ELEMENTARY SCHOOL,NURSES OFFICE,0.00207,0.015,true,false
1361526,M1005400,10/28/2020 06:35:00 AM,10/29/2020 03:46:26 PM,Seaford,BLADES ELEMENTARY SCHOOL,KITCHEN,0.00117,0.015,true,false
1361525,M1005401,10/28/2020 06:45:00 AM,10/29/2020 03:45:51 PM,Seaford,BLADES ELEMENTARY SCHOOL,ROOM112,0.00054,0.015,true,false
1362607,M1005410,10/30/2020 07:05:00 AM,10/30/2020 03:32:39 PM,Seaford,FREDERICK DOUGLASS ELEMENTARY SCHOOL,ROOM 110,0.0005,0.015,true,false
1362610,M1005408,10/30/2020 06:45:00 AM,10/30/2020 03:33:28 PM,Seaford,FREDERICK DOUGLASS ELEMENTARY SCHOOL,STAGE CLOSET,0.00078,0.015,false,false
1362608,M1005409,10/30/2020 06:55:00 AM,10/30/2020 03:33:05 PM,Seaford,FREDERICK DOUGLASS ELEMENTARY SCHOOL,CAFE,0.0005,0.015,true,false
1563780,M1004682,09/29/2021 10:10:00 AM,09/29/2021 03:28:50 PM,Seaford,FREDERICK DOUGLASS ELEMENTARY SCHOOL,2ND FLOOR,0.0005,0.015,true,false
1563778,M1004680,09/29/2021 10:00:00 AM,09/29/2021 03:27:56 PM,Seaford,FREDERICK DOUGLASS ELEMENTARY SCHOOL,BASEMENT,0.0005,0.015,true,false
1563782,M1004683,09/15/2021 10:00:00 AM,09/29/2021 03:30:19 PM,Seaford,FREDERICK DOUGLASS ELEMENTARY SCHOOL,NURSES,0.0005,0.015,true,false
1563779,M1004681,09/15/2021 10:00:00 AM,09/29/2021 03:28:26 PM,Seaford,FREDERICK DOUGLASS ELEMENTARY SCHOOL,KITCHEN,0.0005,0.015,true,false
1365063,M1005399,11/02/2020 08:15:00 AM,11/02/2020 04:30:59 PM,Seaford,SEAFORD CENTRAL ELEMENTARY SCHOOL,EAST STAFF RRM SINK,0.0005,0.015,true,false
1365055,M1005397,11/02/2020 07:55:00 AM,11/02/2020 04:29:22 PM,Seaford,SEAFORD CENTRAL ELEMENTARY SCHOOL,BOILER RM SINK,0.0005,0.015,false,false
1365056,M1005398,11/02/2020 08:05:00 AM,11/02/2020 04:30:20 PM,Seaford,SEAFORD CENTRAL ELEMENTARY SCHOOL,OH KITCHEN SINK,0.0005,0.015,true,false
1362574,M1005390,10/28/2020 07:45:00 AM,10/30/2020 03:22:07 PM,Seaford,SEAFORD MIDDLE SCHOOL,ROOM 119,0.0128,0.015,true,false
1362575,M1005392,10/28/2020 07:57:00 AM,10/30/2020 03:23:16 PM,Seaford,SEAFORD MIDDLE SCHOOL,ROOM 131,0.0005,0.015,true,false
1362590,M1005396,10/28/2020 07:45:00 AM,10/30/2020 03:27:25 PM,Seaford,SEAFORD MIDDLE SCHOOL,GYM RESTROOM,0.00072,0.015,false,false
1362591,M1005391,10/28/2020 08:10:00 AM,10/30/2020 03:28:12 PM,Seaford,SEAFORD MIDDLE SCHOOL,ROOM 310 CULINARY,0.0005,0.015,true,false
1362592,M1005395,10/28/2020 07:49:00 AM,10/30/2020 03:28:42 PM,Seaford,SEAFORD MIDDLE SCHOOL,FRONT OFFICE MAIN,0.00273,0.015,true,false
1397611,M1005476,11/25/2020 10:06:00 AM,11/25/2020 02:45:55 PM,Seaford,SEAFORD MIDDLE SCHOOL,ROOM 119 HS,0.0015,0.015,true,false
1362577,M1005394,10/28/2020 08:03:00 AM,10/30/2020 03:25:03 PM,Seaford,SEAFORD MIDDLE SCHOOL,KITCHEN SANITIZE SIN,0.00074,0.015,false,false
1362595,M1005393,10/28/2020 08:19:00 AM,10/30/2020 03:30:17 PM,Seaford,SEAFORD MIDDLE SCHOOL,2ND FLOOR STAFF BR,0.0006,0.015,false,false
1710029,M1220445,08/23/2022 09:59:00 AM,08/26/2022 01:35:00 PM,Seaford,SEAFORD MIDDLE SCHOOL,RM 131,0.00075,0.015,true,true
1710031,M1220447,08/23/2022 10:08:00 AM,08/26/2022 01:37:00 PM,Seaford,SEAFORD MIDDLE SCHOOL,2ND FLOOR STAFF BR,0.0005,0.015,false,true
1710034,M1220449,08/23/2022 10:12:00 AM,08/26/2022 01:38:00 PM,Seaford,SEAFORD MIDDLE SCHOOL,2ND FLOOR STAFF RR,0.0005,0.015,false,true
1710035,M1220451,08/23/2022 10:19:00 AM,08/26/2022 01:39:00 PM,Seaford,SEAFORD MIDDLE SCHOOL,RM 310,0.0005,0.015,true,true
1710037,M1220453,08/26/2022 10:27:00 AM,08/26/2022 01:40:00 PM,Seaford,SEAFORD MIDDLE SCHOOL,MAIN OFFICE RR,0.0005,0.015,false,true
1710024,M1220439,08/23/2022 09:40:00 AM,08/26/2022 01:33:00 PM,Seaford,SEAFORD MIDDLE SCHOOL,KITCHEN PREP SINK RIGHT,0.00056,0.015,true,true
1710026,M1220440,08/23/2022 09:44:00 AM,08/26/2022 01:33:00 PM,Seaford,SEAFORD MIDDLE SCHOOL,KITCHEN PREP SINK LEFT,0.00057,0.015,true,true
1710028,M1220441,08/23/2022 09:54:00 AM,08/26/2022 01:34:00 PM,Seaford,SEAFORD MIDDLE SCHOOL,RM 119,0.0142,0.015,true,true
1710039,M1220455,08/23/2022 10:34:00 AM,08/26/2022 01:40:00 PM,Seaford,SEAFORD MIDDLE SCHOOL,GYM FOUNTAIN,0.0005,0.015,true,true
1710517,M122044,08/23/2022 09:56:00 AM,08/29/2022 01:59:00 PM,Seaford,SEAFORD MIDDLE SCHOOL,RM 119 - FLUSH,0.0005,0.015,true,true
1401613,M1005380,11/23/2020 10:25:00 AM,12/01/2020 03:38:18 PM,Seaford,SEAFORD SENIOR HIGH SCHOOL,SEAFORD HS KITCHEN,0.0005,0.015,true,false
1401632,M1005389,11/23/2020 10:48:00 AM,12/01/2020 03:41:44 PM,Seaford,SEAFORD SENIOR HIGH SCHOOL,ROOM 94,0.00216,0.015,true,false
1401654,M1005386,11/23/2020 10:42:00 AM,12/01/2020 03:46:58 PM,Seaford,SEAFORD SENIOR HIGH SCHOOL,TEACHERS LOUNGE,0.0014,0.015,true,false
1401619,M1005383,11/23/2020 11:00:00 AM,12/01/2020 03:40:00 PM,Seaford,SEAFORD SENIOR HIGH SCHOOL,2ND FLOOR N CLOSET,0.0005,0.015,false,false
1401662,M1005382,11/23/2020 10:40:00 AM,12/01/2020 03:47:40 PM,Seaford,SEAFORD SENIOR HIGH SCHOOL,PRE K CLOSET,0.0005,0.015,false,false
1401678,M1005384,11/23/2020 10:35:00 AM,12/01/2020 03:50:06 PM,Seaford,SEAFORD SENIOR HIGH SCHOOL,LAUNDRY ROOM,0.00115,0.015,false,false
1401627,M1005381,11/23/2020 10:50:00 AM,12/01/2020 03:40:47 PM,Seaford,SEAFORD SENIOR HIGH SCHOOL,2ND FLOOR S CLOSET,0.0005,0.015,false,false
1401636,M1005387,11/23/2020 10:45:00 AM,12/01/2020 03:42:49 PM,Seaford,SEAFORD SENIOR HIGH SCHOOL,1ST FL S ROTC WING,0.0005,0.015,true,false
1401670,M1005385,11/23/2020 10:30:00 AM,12/01/2020 03:48:13 PM,Seaford,SEAFORD SENIOR HIGH SCHOOL,DISH ROOM,0.0005,0.015,true,false
1401675,M1005388,11/23/2020 11:37:00 AM,12/01/2020 03:49:20 PM,Seaford,SEAFORD SENIOR HIGH SCHOOL,BOYS LOCKER ROOM,0.00056,0.015,true,false
1368769,M1005412,11/05/2020 06:35:00 AM,11/05/2020 03:25:43 PM,Seaford,WEST SEAFORD ELEMENTARY SCHOOL,KITCHEN,0.00054,0.015,true,false
1368772,M1005413,11/05/2020 06:50:00 AM,11/05/2020 03:26:53 PM,Seaford,WEST SEAFORD ELEMENTARY SCHOOL,BATHROOM NEW ADD.,0.0005,0.015,false,false
1368761,M1005411,11/05/2020 06:45:00 AM,11/05/2020 03:24:59 PM,Seaford,WEST SEAFORD ELEMENTARY SCHOOL,BATHROOM,0.00456,0.015,false,false
1341222,M1005273,10/12/2020 10:10:00 AM,10/12/2020 02:05:37 PM,Smyrna,CLAYTON ELEMENTARY SCHOOL,KITCHEN SINK,0.00065,0.015,true,false
1341224,M1005274,10/12/2020 10:15:00 AM,10/12/2020 02:06:39 PM,Smyrna,CLAYTON ELEMENTARY SCHOOL,CUSTODIAL BS,0.00119,0.015,false,false
1341225,M1005275,10/12/2020 10:12:00 AM,10/12/2020 02:07:25 PM,Smyrna,CLAYTON ELEMENTARY SCHOOL,DISH SINK,0.0005,0.015,true,false
1341219,M1005271,10/12/2020 10:00:00 AM,10/12/2020 02:04:12 PM,Smyrna,CLAYTON ELEMENTARY SCHOOL,RM 24,0.00285,0.015,true,false
1341221,M1005272,10/12/2020 10:02:00 AM,10/12/2020 02:04:50 PM,Smyrna,CLAYTON ELEMENTARY SCHOOL,RM 25,0.00233,0.015,true,false
1339139,M1005293,10/09/2020 07:18:00 AM,10/09/2020 02:33:31 PM,Smyrna,CLAYTON INTERMEDIATE SCHOOL,BOYS BATHROOM UPSTAIRS,0.00168,0.015,false,false
1339138,M1005296,10/09/2020 07:18:00 AM,10/09/2020 02:32:39 PM,Smyrna,CLAYTON INTERMEDIATE SCHOOL,OFFICE SINK,0.00087,0.015,true,false
1339164,M1005292,10/09/2020 07:27:00 AM,10/09/2020 02:42:42 PM,Smyrna,CLAYTON INTERMEDIATE SCHOOL,BACK SINK,0.00098,0.015,true,false
1339160,M1005295,10/09/2020 07:20:00 AM,10/09/2020 02:41:53 PM,Smyrna,CLAYTON INTERMEDIATE SCHOOL,TEACHERS LOUNGE,0.00105,0.015,true,false
1339156,M1005294,10/09/2020 07:22:00 AM,10/09/2020 02:41:01 PM,Smyrna,CLAYTON INTERMEDIATE SCHOOL,GIRLS BATHROOM,0.0022,0.015,false,false
1354402,M1005350,10/23/2020 09:46:00 AM,10/23/2020 11:12:13 AM,Smyrna,JOHN BASSETT MOORE SCHOOL,ROOM 102,0.00529,0.015,false,false
1354403,M1005349,10/23/2020 09:56:00 AM,10/23/2020 11:14:03 AM,Smyrna,JOHN BASSETT MOORE SCHOOL,ROOM 204,0.00611,0.015,false,false
1358807,M1005404,10/27/2020 03:35:00 PM,10/27/2020 04:22:04 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,RM 102,0.0087,0.015,false,false
1342865,M1005313,10/12/2020 05:00:00 AM,10/13/2020 02:53:09 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,FACULTY LOUNGE,0.00094,0.015,true,false
1342874,M1005311,10/12/2020 05:56:00 AM,10/13/2020 02:54:57 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,RM 109,0.00912,0.015,false,false
1342869,M1005309,10/12/2020 06:03:00 AM,10/13/2020 02:53:45 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,RM 211,0.0105,0.015,false,false
1342871,M1005312,10/12/2020 05:50:00 AM,10/13/2020 02:54:25 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,RM 102,0.0427,0.015,false,false
1723403,M1220409,10/12/2022 12:48:00 PM,10/12/2022 02:08:00 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,FOUNTAIN RM 206,0.0005,0.015,true,true
1723404,M1220411,10/12/2022 12:53:00 PM,10/12/2022 02:10:00 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,FOUNTAIN RM 209,0.0005,0.015,true,true
1723405,M1220412,10/12/2022 12:56:00 PM,10/12/2022 02:11:00 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,FOUNTAIN  RM 212,0.00087,0.015,true,true
1723406,M1220413,10/12/2022 12:58:00 PM,10/12/2022 02:12:00 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,FOUNTAIN RM 213,0.00072,0.015,true,true
1723410,M1201065,10/12/2022 10:49:00 AM,10/12/2022 02:13:00 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,FOUNTAIN RM 105,0.0005,0.015,true,true
1723413,M1201066,10/12/2022 10:52:00 AM,10/12/2022 02:13:00 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,FOUNTAIN RM 104,0.0005,0.015,true,true
1723414,M1201067,10/12/2022 10:52:00 AM,10/12/2022 02:14:00 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,FOUNTAIN 1ST FLOOR BY MENS RR,0.0005,0.015,true,true
1723417,M1201068,10/12/2022 10:57:00 AM,10/12/2022 02:15:00 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,FOUNTAIN RM 103,0.0005,0.015,true,true
1723419,M1222701,10/12/2022 10:59:00 AM,10/12/2022 02:16:00 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,FOUNTAIN RM 102,0.00055,0.015,true,true
1723420,M1222702,10/12/2022 11:03:00 AM,10/12/2022 02:16:00 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,BASEMENT FOUNTAIN,0.0005,0.015,true,true
1723422,M1222703,10/12/2022 11:05:00 AM,10/12/2022 02:17:00 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,CAFETERIA KETTLE FILL,0.00092,0.015,true,true
1723424,M1222704,10/12/2022 11:07:00 AM,10/12/2022 02:17:00 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,CAFETERIA PREP SINK,0.0005,0.015,true,true
1723429,M1222705,10/12/2022 11:15:00 AM,10/12/2022 02:18:00 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,GYM FOUNTAINS,0.0005,0.015,true,true
1723431,M1222706,10/12/2022 11:20:00 AM,10/12/2022 02:19:00 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,FOUNTAIN BY RM 211,0.0005,0.015,true,true
1723434,M1222707,10/12/2022 12:28:00 PM,10/12/2022 02:20:00 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,FOUNTAIN BY RM 108,0.0005,0.015,true,true
1723436,M1220410,10/12/2022 12:51:00 PM,10/12/2022 02:20:00 PM,Smyrna,JOHN BASSETT MOORE SCHOOL,FOUNTAIN RM 208,0.0005,0.015,true,true
